verified_income,debt_to_income,bankruptcy,term,credit_util,interest_rate,debt_inc_cent,term_cent,credit_util_cent
Source Verified,23.98,0,36,0.5259877223359043,14.08,4.668011830759976,-7.274112693001804,0.12288168868984373
Source Verified,19.26,0,36,0.28496466505860946,11.99,-0.051988169240022586,-7.274112693001804,-0.11814136858745111
Source Verified,27.04,0,60,0.9092225698065114,12.62,7.728011830759975,16.725887306998196,0.5061165361604508
Verified,11.84,0,60,0.9039845532736528,14.07,-7.471988169240024,16.725887306998196,0.5008785196275922
Source Verified,13.37,0,36,0.19287142321629389,7.35,-5.941988169240025,-7.274112693001804,-0.21023461042976668
Not Verified,35.84,0,36,0.5274727935212871,7.97,16.52801183075998,-7.274112693001804,0.1243667598752265
Source Verified,12.55,0,36,0.13187277642053635,5.31,-6.761988169240023,-7.274112693001804,-0.2712332572255242
Source Verified,18.21,0,60,0.7892825758957439,19.03,-1.1019881692400233,16.725887306998196,0.38617654224968334
Source Verified,18.14,0,60,0.6333349558783647,14.08,-1.1719881692400236,16.725887306998196,0.23022892223230418
Not Verified,5.48,0,36,0.776,16.02,-13.831988169240024,-7.274112693001804,0.37289396635393945
Verified,48.24,0,36,0.4130730877940871,13.59,28.928011830759978,-7.274112693001804,0.00996705414802651
Not Verified,34.91,0,36,0.6427614042412855,11.98,15.598011830759972,-7.274112693001804,0.2396553705952249
Verified,7.48,0,36,0.7669460571340689,10.41,-11.831988169240024,-7.274112693001804,0.36384002348800837
Source Verified,28.7,0,36,0.6637413355294763,13.58,9.388011830759975,-7.274112693001804,0.26063530188341577
Not Verified,13.82,0,60,0.09906907517657065,9.92,-5.491988169240024,16.725887306998196,-0.3040369584694899
Source Verified,30.79,0,36,0.48133036130315965,15.05,11.478011830759975,-7.274112693001804,0.07822432765709908
Not Verified,6.19,0,60,0.024820589736378882,11.99,-13.121988169240023,16.725887306998196,-0.37828544390968166
Verified,5.86,0,60,0.06345068550971594,28.72,-13.451988169240025,16.725887306998196,-0.3396553481363446
Source Verified,20.5,0,36,0.6154696157515047,11.99,1.1880118307599759,-7.274112693001804,0.21236358210544415
Not Verified,18.81,0,60,0.29525087307381176,24.85,-0.5019881692400254,16.725887306998196,-0.10785516057224881
Source Verified,2.33,0,36,0.015794780545670226,7.35,-16.981988169240026,-7.274112693001804,-0.38731125310039033
Not Verified,12.13,0,36,0.4930508474576271,15.05,-7.181988169240023,-7.274112693001804,0.08994481381156655
Verified,45.78,0,60,0.10434661465589301,12.62,26.468011830759977,16.725887306998196,-0.29875941899016756
Not Verified,14.49,0,60,0.2402008032128514,9.44,-4.821988169240024,16.725887306998196,-0.16290523043320917
Verified,45.99,0,60,0.2584850519776258,14.07,26.678011830759978,16.725887306998196,-0.1446209816684348
Source Verified,71.53,1,36,0.37498531818430964,11.99,52.21801183075998,-7.274112693001804,-0.028120715461750934
Source Verified,6.43,0,36,0.274089219330855,9.43,-12.881988169240024,-7.274112693001804,-0.12901681431520556
Source Verified,26.35,1,36,0.5973058581920707,17.47,7.038011830759977,-7.274112693001804,0.19419982454601015
Not Verified,1,0,36,0.013273151750972762,5.31,-18.311988169240024,-7.274112693001804,-0.3898328818950878
Source Verified,1.36,0,36,0.3558695652173913,12.62,-17.951988169240025,-7.274112693001804,-0.04723646842866924
Verified,26.67,0,36,0.08168522604813465,7.35,7.3580118307599776,-7.274112693001804,-0.3214208075979259
Source Verified,20.27,0,36,0.7639655910990704,15.04,0.9580118307599754,-7.274112693001804,0.3608595574530098
Verified,20.25,0,36,0.9917856900848536,11.98,0.9380118307599759,-7.274112693001804,0.588679656438793
Verified,29.51,0,36,0.8500961726089259,14.07,10.198011830759977,-7.274112693001804,0.4469901389628653
Verified,11.21,0,36,0.14985975225134543,5.32,-8.101988169240023,-7.274112693001804,-0.25324628139471517
Not Verified,30.64,0,36,0.8502812231036623,10.91,11.328011830759976,-7.274112693001804,0.4471751894576017
Not Verified,13.57,0,36,0.1361588958087864,12.62,-5.741988169240024,-7.274112693001804,-0.2669471378372742
Source Verified,17.43,0,36,0.2134860134679026,7.35,-1.8819881692400244,-7.274112693001804,-0.18962002017815796
Not Verified,15.48,0,60,0.09455542476693182,13.59,-3.8319881692400237,16.725887306998196,-0.3085506088791288
Source Verified,31.32,0,36,0.7947766676461945,10.91,12.008011830759976,-7.274112693001804,0.3916706340001339
Verified,38.47,0,60,0.10041272519942095,10.42,19.158011830759975,16.725887306998196,-0.3026933084466396
Source Verified,16.73,0,60,0.5858205689277899,15.05,-2.5819881692400237,16.725887306998196,0.18271453528172932
Not Verified,15.48,0,60,0.7086342528163134,10.42,-3.8319881692400237,16.725887306998196,0.30552821917025286
Not Verified,11.07,0,36,0.13901802735877455,10.91,-8.241988169240024,-7.274112693001804,-0.264088006287286
Source Verified,24.76,0,36,0.14801558819420693,5.32,5.448011830759977,-7.274112693001804,-0.25509044545185366
Source Verified,0,1,60,0,13.58,-19.311988169240024,16.725887306998196,-0.40310603364606057
Source Verified,10.26,0,36,0.13329076620825148,10.9,-9.051988169240024,-7.274112693001804,-0.2698152674378091
Not Verified,6.94,0,36,0.1787593984962406,9.44,-12.371988169240023,-7.274112693001804,-0.22434663514981998
Verified,35.15,0,60,0.3764675001640538,10.91,15.838011830759974,16.725887306998196,-0.026638533482006788
Not Verified,8.08,0,36,0.054395996842250355,10.41,-11.231988169240024,-7.274112693001804,-0.3487100368038102
Verified,26.75,0,60,0.30854993101438843,7.97,7.438011830759976,16.725887306998196,-0.09455610263167213
Verified,21.43,0,36,0.8352586206896552,20.39,2.1180118307599756,-7.274112693001804,0.4321525870435946
Not Verified,28.68,0,36,0.21407992186864166,10.9,9.368011830759976,-7.274112693001804,-0.1890261117774189
Source Verified,17.58,0,36,0.1905832995578767,7.97,-1.7319881692400259,-7.274112693001804,-0.21252273408818387
Source Verified,50.75,0,36,0.5651495864629082,5.32,31.438011830759976,-7.274112693001804,0.16204355281684768
Not Verified,12.83,0,36,0.09843144718609795,5.31,-6.481988169240024,-7.274112693001804,-0.3046745864599626
Not Verified,4.15,0,36,1.0336034463291557,15.05,-15.161988169240024,-7.274112693001804,0.6304974126830951
Source Verified,23.72,0,60,0.584516743482032,13.59,4.408011830759975,16.725887306998196,0.1814107098359714
Source Verified,24.48,0,36,0.6125054602184087,17.47,5.168011830759976,-7.274112693001804,0.2093994265723481
Verified,8.75,0,36,0.03655083281297649,9.92,-10.561988169240024,-7.274112693001804,-0.36655520083308407
Verified,12.58,0,36,0.20293002495680554,15.05,-6.731988169240024,-7.274112693001804,-0.20017600868925503
Not Verified,15.5,0,36,0.13951992032363592,7.35,-3.811988169240024,-7.274112693001804,-0.26358611332242465
Not Verified,9.99,0,36,0.8236624207250762,9.93,-9.321988169240024,-7.274112693001804,0.42055638707901566
Verified,63.53,0,60,0.4360213875619056,9.92,44.21801183075998,16.725887306998196,0.03291535391584505
Not Verified,5.96,0,36,0.2328125,13.59,-13.351988169240023,-7.274112693001804,-0.17029353364606056
Verified,13.52,0,36,0.7460893937450038,19.03,-5.791988169240025,-7.274112693001804,0.34298336009894326
Source Verified,4.96,0,36,0.10932642487046632,20,-14.351988169240023,-7.274112693001804,-0.2937796087755943
Not Verified,6,0,36,0.0920139145881134,9.93,-13.311988169240024,-7.274112693001804,-0.3110921190579472
Source Verified,25.67,0,36,0.19217088426323717,6.08,6.3580118307599776,-7.274112693001804,-0.2109351493828234
Source Verified,7.5,0,36,0.23121632514530568,7.96,-11.811988169240024,-7.274112693001804,-0.17188970850075488
Not Verified,19.38,0,60,0.24526101461605376,9.44,0.06801183075997486,16.725887306998196,-0.1578450190300068
Source Verified,13.03,0,60,0.8975297760300134,28.72,-6.281988169240025,16.725887306998196,0.4944237423839528
Not Verified,14.73,0,60,0.8116068868735948,26.3,-4.581988169240024,16.725887306998196,0.40850085322753427
Source Verified,7.01,0,36,0.4537189367044766,13.59,-12.301988169240024,-7.274112693001804,0.05061290305841604
Not Verified,7.15,0,36,0.07932976986845053,6.72,-12.161988169240024,-7.274112693001804,-0.32377626377761004
Source Verified,7.2,0,60,0.1609323557787964,11.99,-12.111988169240025,16.725887306998196,-0.24217367786726418
Source Verified,18.14,0,36,0.6915957889728187,19.42,-1.1719881692400236,-7.274112693001804,0.28848975532675813
Source Verified,9.4,0,36,0.4568028846153846,11.99,-9.911988169240024,-7.274112693001804,0.05369685096932403
Verified,21.16,1,60,0.685638367668285,25.82,1.848011830759976,16.725887306998196,0.28253233402222444
Source Verified,12.99,0,60,0.13147800754783606,15.04,-6.321988169240024,16.725887306998196,-0.2716280260982245
Verified,25.28,0,60,0.2996959887045176,28.72,5.968011830759977,16.725887306998196,-0.10341004494154299
Source Verified,3.99,0,60,0.06980665950590763,16.01,-15.321988169240024,16.725887306998196,-0.3332993741401529
Not Verified,11.23,1,60,0.09861061513291754,12.62,-8.081988169240024,16.725887306998196,-0.30449541851314305
Source Verified,25.14,0,36,0.7423544303797468,17.09,5.828011830759976,-7.274112693001804,0.33924839673368623
Not Verified,13.2,0,36,0.17434847297102724,6.08,-6.111988169240025,-7.274112693001804,-0.22875756067503333
Not Verified,16.56,0,60,0.15025815834764622,7.34,-2.7519881692400254,16.725887306998196,-0.25284787529841435
Not Verified,22.64,1,36,0.7057773391944021,6.72,3.3280118307599764,-7.274112693001804,0.30267130554834154
Verified,35.32,0,36,0.5948829274160916,19.03,16.008011830759976,-7.274112693001804,0.19177689377003104
Verified,9.93,0,60,0.04718647029910251,11.99,-9.381988169240024,16.725887306998196,-0.35591956334695807
Verified,59.55,0,36,0.6669879148152255,7.96,40.23801183075997,-7.274112693001804,0.2638818811691649
Not Verified,22.11,0,60,0.42989883722927363,9.92,2.7980118307599753,16.725887306998196,0.026792803583213065
Verified,55.25,0,36,0.30116573461808815,6.72,35.938011830759976,-7.274112693001804,-0.10194029902797241
Not Verified,25.49,0,60,0.46700615319329514,20,6.178011830759974,16.725887306998196,0.06390011954723457
Source Verified,16.63,0,36,0.6759287123415922,10.9,-2.681988169240025,-7.274112693001804,0.2728226786955317
Not Verified,5.67,0,36,0.3056969696969697,6.72,-13.641988169240024,-7.274112693001804,-0.09740906394909088
Not Verified,3.48,1,36,0.48445454545454547,12.62,-15.831988169240024,-7.274112693001804,0.0813485118084849
Verified,29.23,0,36,0.45786481230977344,6.07,9.918011830759976,-7.274112693001804,0.05475877866371287
Verified,25.32,0,36,0.6888813482637711,14.07,6.008011830759976,-7.274112693001804,0.28577531461771055
Source Verified,38.56,0,36,0.3487447170678351,18.06,19.248011830759978,-7.274112693001804,-0.05436131657822546
Verified,21.96,0,36,0.7587958356229486,10.42,2.6480118307599767,-7.274112693001804,0.35568980197688804
Not Verified,7.95,0,60,0.08378069884752752,12.61,-11.361988169240025,16.725887306998196,-0.31932533479853303
Verified,13.8,0,36,0.7416884360143434,7.97,-5.511988169240023,-7.274112693001804,0.33858240236828285
Verified,8.74,0,60,0.31787296898079764,11.99,-10.571988169240024,16.725887306998196,-0.08523306466526293
Source Verified,16.45,1,36,1.5764142188073296,19.03,-2.861988169240025,-7.274112693001804,1.173308185161269
Verified,19.16,0,60,0.49758578273880555,26.3,-0.151988169240024,16.725887306998196,0.09447974909274498
Source Verified,21.63,0,60,0.14606396592675924,9.93,2.318011830759975,16.725887306998196,-0.2570420677193013
Source Verified,18.99,0,60,0.18467447897129655,21.85,-0.3219881692400257,16.725887306998196,-0.21843155467476402
Verified,17.17,1,36,0.3497687861271676,12.61,-2.1419881692400224,-7.274112693001804,-0.05333724751889296
Verified,26.13,0,36,0.532802262822178,14.08,6.818011830759975,-7.274112693001804,0.12969622917611745
Source Verified,3.85,0,36,0.0487192118226601,6.07,-15.461988169240025,-7.274112693001804,-0.3543868218234005
Verified,11.31,0,36,0.08388817699207615,12.61,-8.001988169240024,-7.274112693001804,-0.3192178566539844
Source Verified,10.95,0,36,0.6604013208026416,10.91,-8.361988169240025,-7.274112693001804,0.257295287156581
Verified,14.9,0,36,0.2933544121163153,13.58,-4.411988169240024,-7.274112693001804,-0.10975162152974527
Verified,21.86,0,36,0.04281400658737276,10.9,2.5480118307599753,-7.274112693001804,-0.3602920270586878
Verified,18.85,0,36,0.1642953089672475,12.61,-0.46198816924002273,-7.274112693001804,-0.23881072467881306
Source Verified,19.72,0,36,0.23217200093260126,7.34,0.4080118307599747,-7.274112693001804,-0.1709340327134593
Verified,19.08,0,36,0.46224480369515014,7.34,-0.23198816924002585,-7.274112693001804,0.05913877004908957
Not Verified,15.37,1,36,0.4023811413604254,6.72,-3.941988169240025,-7.274112693001804,-7.248922856351592e-4
Verified,3.41,0,60,0.05717278680603916,18.45,-15.901988169240024,16.725887306998196,-0.3459332468400214
Source Verified,7.94,0,36,0.1465357036962795,6.07,-11.371988169240023,-7.274112693001804,-0.2565703299497811
Not Verified,10.84,0,36,0.124750927485496,5.32,-8.471988169240024,-7.274112693001804,-0.2783551061605646
Source Verified,22.16,0,60,0.11885940379047118,9.43,2.848011830759976,16.725887306998196,-0.2842466298555894
Verified,24.58,0,36,0.6222893219873731,15.04,5.268011830759974,-7.274112693001804,0.2191832883413125
Not Verified,16.18,1,36,0.1328392292892323,6.08,-3.1319881692400244,-7.274112693001804,-0.27026680435682826
Not Verified,19.92,0,36,0.476458267580983,10.91,0.6080118307599776,-7.274112693001804,0.0733522339349224
Source Verified,25.5,0,36,0.3574499256995751,10.41,6.188011830759976,-7.274112693001804,-0.04565610794648545
Source Verified,7.01,0,36,0.07878365106609514,5.32,-12.301988169240024,-7.274112693001804,-0.32432238257996543
Verified,34.98,0,36,0.4026206394742021,7.96,15.668011830759973,-7.274112693001804,-4.8539417185844425e-4
Source Verified,13.84,0,36,1.0975281578350593,10.9,-5.471988169240024,-7.274112693001804,0.6944221241889987
Source Verified,14.59,0,36,0.21514634361760626,10.42,-4.721988169240024,-7.274112693001804,-0.1879596900284543
Not Verified,24.66,0,60,0.24230809379036783,26.77,5.348011830759976,16.725887306998196,-0.16079793985569274
Source Verified,18.87,0,60,0.772794736810221,17.09,-0.44198816924002315,16.725887306998196,0.36968870316416047
Not Verified,12.69,0,36,0.13697143231432876,17.47,-6.621988169240025,-7.274112693001804,-0.26613460133173183
Source Verified,25.5,1,36,0.7568995114221576,15.05,6.188011830759976,-7.274112693001804,0.35379347777609704
Verified,9.08,0,36,0.1097914350213956,14.07,-10.231988169240024,-7.274112693001804,-0.29331459862466497
Source Verified,19.58,1,36,0.5639910313901345,11.98,0.26801183075997415,-7.274112693001804,0.16088499774407394
Not Verified,5.28,0,36,0.5439102564102564,11.98,-14.031988169240023,-7.274112693001804,0.1408042227641958
Source Verified,14.26,0,60,0.19090336076880213,16.02,-5.051988169240024,16.725887306998196,-0.21220267287725844
Source Verified,18.67,0,60,0.12827887831232312,10.9,-0.6419881692400224,16.725887306998196,-0.27482715533373747
Not Verified,4.09,0,36,0.20240121580547113,6.72,-15.221988169240024,-7.274112693001804,-0.20070481784058944
Not Verified,7.83,0,60,0.036972723780253555,16.02,-11.481988169240024,16.725887306998196,-0.366133309865807
Source Verified,16.77,0,36,0.3548,10.41,-2.5419881692400246,-7.274112693001804,-0.048306033646060564
Source Verified,28.48,0,36,0.3021610229029085,13.59,9.168011830759976,-7.274112693001804,-0.10094501074315204
Verified,31.76,0,36,0.576125,15.05,12.448011830759977,-7.274112693001804,0.17301896635393943
Source Verified,23.57,0,36,0.21142085429358307,11.99,4.258011830759976,-7.274112693001804,-0.1916851793524775
Source Verified,2.7,1,60,0.0347805885389778,9.92,-16.611988169240025,16.725887306998196,-0.36832544510708276
Source Verified,8.71,0,36,0.10816168327796234,7.97,-10.601988169240023,-7.274112693001804,-0.29494435036809824
Not Verified,15.78,0,36,0.6064802199707696,11.99,-3.531988169240025,-7.274112693001804,0.20337418632470905
Source Verified,27.98,1,36,0.7684654901189657,7.34,8.668011830759976,-7.274112693001804,0.36535945647290513
Source Verified,5.32,0,36,0.4111769686706181,19.42,-13.991988169240024,-7.274112693001804,0.008070935024557524
Not Verified,21.39,0,60,0.0648019304033313,12.62,2.0780118307599764,16.725887306998196,-0.33830410324272925
Verified,33.29,0,36,0.19240967585719615,7.96,13.978011830759975,-7.274112693001804,-0.21069635778886442
Not Verified,8.95,0,60,0.27543298969072166,11.99,-10.361988169240025,16.725887306998196,-0.1276730439553389
Source Verified,14.68,0,36,0.3383216783216783,10.42,-4.631988169240024,-7.274112693001804,-0.06478435532438226
Source Verified,5.23,0,36,0.35475778546712805,11.99,-14.081988169240024,-7.274112693001804,-0.04834824817893252
Not Verified,25.41,0,36,0.504157505496702,19.42,6.098011830759976,-7.274112693001804,0.10105147185064145
Source Verified,14.58,0,60,0.1638790494733632,11.98,-4.731988169240024,16.725887306998196,-0.23922698417269736
Not Verified,26.47,0,36,0.1873133826819129,6.07,7.158011830759975,-7.274112693001804,-0.21579265096414768
Not Verified,7.81,1,36,0.3050361794500724,6.72,-11.501988169240025,-7.274112693001804,-0.09806985419598818
Source Verified,26.34,0,36,0.1554182104848246,6.72,7.028011830759976,-7.274112693001804,-0.24768782316123597
Source Verified,9,0,60,0.17809659098625366,7.35,-10.311988169240024,16.725887306998196,-0.2250094426598069
Not Verified,24.7,0,36,0.20513419860162802,13.59,5.388011830759975,-7.274112693001804,-0.19797183504443255
Verified,22.2,0,36,0.8623759318893643,15.05,2.888011830759975,-7.274112693001804,0.4592698982433038
Not Verified,9.36,0,36,0.1213309018696744,5.31,-9.951988169240025,-7.274112693001804,-0.28177513177638613
Not Verified,15.6,0,36,0.7453875,9.43,-3.7119881692400245,-7.274112693001804,0.3422814663539394
Not Verified,19.09,1,36,0.7790068754774637,9.43,-0.2219881692400243,-7.274112693001804,0.37590084183140315
Source Verified,9.38,0,36,0.14706572769953052,9.44,-9.931988169240023,-7.274112693001804,-0.25604030594653004
Verified,19.31,0,36,0.14980916030534353,20,-0.001988169240025428,-7.274112693001804,-0.25329687334071704
Source Verified,2.42,1,60,0.1921731123388582,10.42,-16.891988169240022,16.725887306998196,-0.21093292130720237
Not Verified,14.64,1,36,0.4460280596824993,11.98,-4.671988169240024,-7.274112693001804,0.04292202603643874
Source Verified,26.42,0,60,0.6757787194273638,20.39,7.1080118307599776,16.725887306998196,0.2726726857813032
Verified,19.44,0,36,0.08082554517133957,9.93,0.12801183075997713,-7.274112693001804,-0.322280488474721
Not Verified,18.96,0,36,0.19537263144879602,12.61,-0.3519881692400233,-7.274112693001804,-0.20773340219726455
Verified,5.62,0,36,0.011976235146966854,7.97,-13.691988169240023,-7.274112693001804,-0.39112979849909374
Verified,19.86,0,36,0.18339608251416395,9.44,0.5480118307599753,-7.274112693001804,-0.21970995113189662
Source Verified,14.86,0,60,0.29565356332778725,14.07,-4.451988169240025,16.725887306998196,-0.10745247031827332
Not Verified,14.51,0,36,0.14757760795641522,10.41,-4.801988169240024,-7.274112693001804,-0.25552842568964534
Source Verified,20.76,0,60,0.4989554700384827,13.59,1.4480118307599774,16.725887306998196,0.0958494363924221
Source Verified,16.13,0,60,0.08294679686842327,14.07,-3.181988169240025,16.725887306998196,-0.3201592367776373
Verified,19.43,0,36,0.4676386297628436,7.97,0.11801183075997557,-7.274112693001804,0.06453259611678303
Not Verified,31.08,0,60,0.33101231489203214,19.42,11.768011830759974,16.725887306998196,-0.07209371875402842
Source Verified,20.34,0,36,0.8130421138517542,9.44,1.0280118307599757,-7.274112693001804,0.4099360802056936
Source Verified,12.46,0,60,0.43229576118134494,11.98,-6.851988169240023,16.725887306998196,0.02918972753528437
Source Verified,29.55,0,36,0.4897512854517112,7.96,10.238011830759977,-7.274112693001804,0.08664525180565064
Verified,37.77,0,36,0.3622635119075914,15.04,18.45801183075998,-7.274112693001804,-0.040842521738469195
Not Verified,9.55,0,36,0.8030434782608695,9.92,-9.761988169240023,-7.274112693001804,0.39993744461480896
Source Verified,15.53,0,36,0.5359003083603774,12.62,-3.781988169240025,-7.274112693001804,0.13279427471431682
Source Verified,35.22,0,36,0.6579361438997625,18.45,15.908011830759975,-7.274112693001804,0.25483011025370195
Source Verified,6.7,0,36,0.21594655308224173,9.43,-12.611988169240025,-7.274112693001804,-0.18715948056381884
Source Verified,14.61,0,60,0.3177680525164114,21.85,-4.701988169240025,16.725887306998196,-0.08533798112964919
Not Verified,8.82,0,36,0.28315068493150686,7.97,-10.491988169240024,-7.274112693001804,-0.11995534871455371
Not Verified,9,0,36,0.01751740411135506,18.06,-10.311988169240024,-7.274112693001804,-0.3855886295347055
Source Verified,25.46,0,36,0.4905855143667272,14.08,6.148011830759977,-7.274112693001804,0.08747948072066664
Source Verified,7.44,0,60,0.368875,18.06,-11.871988169240023,16.725887306998196,-0.03423103364606056
Not Verified,26.19,0,36,0.511577173635037,17.09,6.878011830759977,-7.274112693001804,0.1084711399889764
Not Verified,28.84,0,36,0.39332448321638536,9.93,9.528011830759976,-7.274112693001804,-0.009781550429675212
Not Verified,23.9,0,36,0.366953125,11.99,4.588011830759974,-7.274112693001804,-0.03615290864606058
Source Verified,16,0,60,1.0833111189561884,13.58,-3.311988169240024,16.725887306998196,0.6802050853101278
Not Verified,11.89,0,60,0.6173317865429234,10.9,-7.421988169240024,16.725887306998196,0.21422575289686285
Not Verified,22.41,0,36,0.4388600779136994,7.97,3.098011830759976,-7.274112693001804,0.03575404426763884
Verified,2.9,0,36,0.018914185639229423,7.35,-16.411988169240026,-7.274112693001804,-0.38419184800683115
Not Verified,20.99,0,36,0.4131814291195655,10.91,1.6780118307599743,-7.274112693001804,0.010075395473504944
Source Verified,18.99,0,36,0.40229085702597667,13.59,-0.3219881692400257,-7.274112693001804,-8.151766200839017e-4
Source Verified,10.74,0,36,0.5020552424251861,7.34,-8.571988169240024,-7.274112693001804,0.0989492087791255
Source Verified,3.23,0,36,0.023360299753044367,6.72,-16.081988169240024,-7.274112693001804,-0.3797457338930162
Source Verified,3.57,0,60,0.05617283950617284,10.91,-15.741988169240024,16.725887306998196,-0.3469331941398877
Verified,14.67,0,60,0.5787007623888183,16.02,-4.641988169240024,16.725887306998196,0.17559472874275772
Source Verified,11.03,1,36,0.14377167615007272,10.91,-8.281988169240025,-7.274112693001804,-0.2593343574959879
Not Verified,17.62,0,36,0.2146720786156804,6.72,-1.6919881692400232,-7.274112693001804,-0.18843395503038016
Not Verified,13.02,0,60,0.29617251272075695,16.01,-6.291988169240025,16.725887306998196,-0.10693352092530362
Not Verified,12.04,0,36,0.08467356579198865,10.42,-7.271988169240025,-7.274112693001804,-0.3184324678540719
Verified,56.69,0,36,0.7879901069324217,21.45,37.378011830759974,-7.274112693001804,0.3848840732863611
Not Verified,15.08,1,60,0.2109569798068481,9.93,-4.231988169240024,16.725887306998196,-0.19214905383921246
Not Verified,9.51,0,36,0.09070899423316883,5.32,-9.801988169240024,-7.274112693001804,-0.31239703941289176
Verified,21.18,0,36,0.8014544979478079,14.08,1.8680118307599756,-7.274112693001804,0.3983484643017473
Verified,21.68,1,36,0.13407269868352822,12.61,2.3680118307599756,-7.274112693001804,-0.26903333496253234
Source Verified,12.29,0,36,0.3236509623332153,14.08,-7.021988169240025,-7.274112693001804,-0.0794550713128453
Not Verified,26.26,0,36,0.26126751980499696,10.91,6.948011830759977,-7.274112693001804,-0.1418385138410636
Verified,16.25,1,36,0.23537996567338332,14.08,-3.061988169240024,-7.274112693001804,-0.16772606797267725
Source Verified,10.49,0,60,0.4875,24.85,-8.821988169240024,16.725887306998196,0.08439396635393942
Source Verified,103.98,0,60,0.49679239184728846,14.07,84.66801183075998,16.725887306998196,0.09368635820122789
Verified,1.43,0,60,0.08897478991596638,7.34,-17.881988169240024,16.725887306998196,-0.31413124373009416
Source Verified,9.92,0,60,0.10074936996178047,12.61,-9.391988169240024,16.725887306998196,-0.3023566636842801
Source Verified,26,1,36,0.4192516255043561,9.93,6.688011830759976,-7.274112693001804,0.016145591858295505
Source Verified,23.17,0,36,0.9013230342009927,13.59,3.8580118307599776,-7.274112693001804,0.4982170005549321
Source Verified,4.91,0,36,0.02815049864007253,10.41,-14.401988169240024,-7.274112693001804,-0.37495553500598805
Verified,36.4,0,36,0.5862813627710056,19.03,17.088011830759974,-7.274112693001804,0.18317532912494505
Verified,18.52,0,60,0.13208756961754772,9.44,-0.7919881692400246,16.725887306998196,-0.2710184640285128
Source Verified,19.16,0,36,0.40185144544420726,10.9,-0.151988169240024,-7.274112693001804,-0.0012545882018533128
Not Verified,27.14,0,36,0.8394370542438706,9.92,7.828011830759976,-7.274112693001804,0.43633102059781004
Verified,1.17,0,60,0.04010434653904978,10.9,-18.141988169240022,16.725887306998196,-0.3630016871070108
Source Verified,14.23,1,36,0.7620626790520011,13.59,-5.081988169240024,-7.274112693001804,0.3589566454059405
Not Verified,20.14,0,36,0.48518021472392636,9.92,0.8280118307599764,-7.274112693001804,0.0820741810778658
Not Verified,32.06,0,36,0.5349316111249108,11.99,12.748011830759978,-7.274112693001804,0.13182557747885026
Verified,28.55,0,36,0.41783533237980497,7.34,9.238011830759977,-7.274112693001804,0.0147292987337444
Source Verified,22.99,0,36,0.5780510018214936,21.45,3.6780118307599743,-7.274112693001804,0.17494496817543304
Source Verified,1.15,0,36,0.11823529411764706,9.93,-18.161988169240026,-7.274112693001804,-0.2848707395284135
Source Verified,23.23,0,60,0.2609024385085549,9.44,3.9180118307599763,16.725887306998196,-0.1422035951375057
Source Verified,6.77,0,60,0.0694150798276867,18.06,-12.541988169240025,16.725887306998196,-0.3336909538183739
Not Verified,21.28,1,36,0.2725460810856182,10.9,1.968011830759977,-7.274112693001804,-0.1305599525604424
Verified,8.47,0,36,0.13259668508287292,13.59,-10.841988169240024,-7.274112693001804,-0.27050934856318765
Not Verified,24.91,1,36,0.5136950201472363,6.71,5.598011830759976,-7.274112693001804,0.11058898650117577
Verified,13.82,0,60,0.5433086667502822,24.85,-5.491988169240024,16.725887306998196,0.14020263310422165
Verified,4.38,0,36,0.27670309880146554,6.71,-14.931988169240025,-7.274112693001804,-0.12640293484459503
Verified,11.69,0,36,0.06272405022730458,5.31,-7.621988169240025,-7.274112693001804,-0.340381983418756
Source Verified,1.61,0,36,0.005876802096985583,6.71,-17.701988169240025,-7.274112693001804,-0.39722923154907497
Source Verified,23.34,0,36,0.6522620130675709,11.98,4.028011830759976,-7.274112693001804,0.24915597942151035
Not Verified,7.77,0,36,1.012577123872805,7.35,-11.541988169240025,-7.274112693001804,0.6094710902267444
Source Verified,10.32,0,36,0.036206646350312004,6.71,-8.991988169240024,-7.274112693001804,-0.36689938729574856
Source Verified,36.09,1,36,0.5412741139524451,14.08,16.77801183075998,-7.274112693001804,0.1381680803063845
Not Verified,16.3,0,60,0.26245776851751934,12.62,-3.0119881692400234,16.725887306998196,-0.14064826512854123
Verified,26.96,0,36,0.20218008230011633,23.87,7.648011830759977,-7.274112693001804,-0.20092595134594424
Not Verified,10.09,0,36,0.19650746268656716,6.71,-9.221988169240024,-7.274112693001804,-0.2065985709594934
Source Verified,6.73,0,60,0.5604360199752993,16.02,-12.581988169240024,16.725887306998196,0.15732998632923878
Not Verified,22.7,0,60,0.1931875137176795,9.93,3.388011830759975,16.725887306998196,-0.20991851992838106
Verified,0.7,0,36,0.06163934426229508,7.96,-18.611988169240025,-7.274112693001804,-0.3414666893837655
Not Verified,32.69,0,36,0.5586651267400158,10.42,13.378011830759974,-7.274112693001804,0.15555909309395521
Source Verified,13.71,0,36,0.483887065003283,17.09,-5.601988169240023,-7.274112693001804,0.08078103135722242
Not Verified,17.35,0,36,0.2643156075906083,5.32,-1.9619881692400227,-7.274112693001804,-0.13879042605545228
Source Verified,16.02,1,36,0.6469200147740797,10.9,-3.2919881692400246,-7.274112693001804,0.2438139811280191
Not Verified,19.64,0,36,0.1500175198292613,7.35,0.3280118307599764,-7.274112693001804,-0.2530885138167993
